D,6/3/22,67100143616,,,,
CHS,6/3/22,604435840,,,,
CFG,6/3/22,20050700288,,,,
SU,6/3/22,57765658624,,,,
SLV,6/3/22,6907532800,,,,
MMM,6/3/22,83065544704,,,,
BIIB,6/3/22,29381199872,,,,
JBL,6/3/22,8677723136,,,,
ACN,6/3/22,1.93E+11,,,,
NTR,6/3/22,51546546176,,,,
BRFS,6/3/22,3447782912,,,,
SBUX,6/3/22,90662445056,,,,
LVS,6/3/22,26713249792,,,,
EGO,6/3/22,1549498880,,,,
GSK,6/3/22,1.09E+11,,,,
TEVA,6/3/22,10326254592,,,,
PAA,6/3/22,8333642752,,,,
VLO,6/3/22,55264358400,,,,
IMAX,6/3/22,977314112,,,,
FNB,6/3/22,4200066560,,,,
ADSK,6/3/22,45326102528,,,,
HD,6/3/22,3.14E+11,,,,
BIDU,6/3/22,49558925312,,,,
AR,6/3/22,14175033344,,,,
ARNC,6/3/22,3001092096,,,,
VOYA,6/3/22,6763984896,,,,
MLCO,6/3/22,4375278,,,,
SM,6/3/22,6120010240,,,,
NTRS,6/3/22,22928050176,,,,
DHI,6/3/22,26754281472,,,,
UAL,6/3/22,14954471424,,,,
HRB,6/3/22,5735808000,,,,
BTU,6/3/22,3653957888,,,,
JBGS,6/3/22,3161593344,,,,
IPG,6/3/22,12235076608,,,,
DE,6/3/22,1.10E+11,,,,
KHC,6/3/22,44432650240,,,,
COG,1/31/22,8887095296,,,,
IBM,6/3/22,1.27E+11,,,,
NYT,6/3/22,5711141888,,,,
AAL,6/3/22,10535133184,,,,
OLN,6/3/22,9975427072,,,,
JCI,6/3/22,37851348992,,,,
VICI,6/3/22,30228631552,,,,
VST,6/3/22,11162599424,,,,
NWL,6/3/22,8733120512,,,,
EPD,6/3/22,61270646784,,,,
KMB,6/3/22,44285554688,,,,
AEP,6/3/22,52355809280,,,,
IT,6/3/22,21486999552,,,,
CAT,6/3/22,1.19E+11,,,,
AU,6/3/22,7459002368,,,,
XRAY,6/3/22,8723651584,,,,
KKR,6/3/22,47171919872,,,,
CMC,6/3/22,4859840000,,,,
TMUS,6/3/22,1.71E+11,,,,
NRG,6/3/22,10791675904,,,,
CPB,6/3/22,13796923392,,,,
ATHM,6/3/22,4426716672,,,,
WRB,6/3/22,18725277696,,,,
MOMO,6/3/22,1211955200,,,,
TGT,6/3/22,74673602560,,,,
TV,6/3/22,5578997760,,,,
GLW,6/3/22,30270894080,,,,
MAS,6/3/22,13290501120,,,,
DOV,6/3/22,19235670016,,,,
HRL,6/3/22,24590309376,,,,
TECK,6/3/22,23734659072,,,,
AES,6/3/22,14873241600,,,,
PPL,6/3/22,21951985664,,,,
SEE,6/3/22,9172614144,,,,
NLY,6/3/22,9671952384,,,,
FRC,6/3/22,27624620032,,,,
STX,6/3/22,17769746432,,,,
ADBE,6/3/22,2.03E+11,,,,
K,6/3/22,22894274560,,,,
M,6/3/22,6785388544,,,,
TSLA,6/3/22,7.29E+11,,,,
TSM,6/3/22,4.95E+11,,,,
STL,2/11/22,5066109440,,,,
NYCB,6/3/22,4506916864,,,,
TRQ,6/3/22,6067115008,,,,
BAH,6/3/22,11527941120,,,,
BUFF,8/21/20,6334556790,,,,
ARI,6/3/22,1746140288,,,,
MET,6/3/22,53826109440,,,,
AFL,6/3/22,37889785856,,,,
TPR,6/3/22,8782854144,,,,
WPM,6/3/22,19141287936,,,,
LNT,6/3/22,15578057728,,,,
BTG,6/3/22,4374158336,,,,
WLL,6/3/22,3630651136,,,,
LKQ,6/3/22,14333976576,,,,
PCG,6/3/22,24644751360,,,,
CENX,6/3/22,1128534912,,,,
CLR,6/3/22,25081157632,,,,
IMGN,6/3/22,815983232,,,,
HL,6/3/22,2700640512,,,,
LULU,6/3/22,38508113920,,,,
UAA,6/3/22,4858337280,,,,
CAG,6/3/22,15356000256,,,,
STLD,6/3/22,15649948672,,,,
PEP,6/3/22,2.28E+11,,,,
SO,6/3/22,79965257728,,,,
COST,6/3/22,2.11E+11,,,,
GKOS,6/3/22,2029664768,,,,
CCI,6/3/22,79262171136,,,,
ZTO,6/3/22,20907304960,,,,
GS,6/3/22,1.09E+11,,,,
ADT,6/3/22,6973861376,,,,
ALTR,6/3/22,4387338752,,,,
EMR,6/3/22,53626318848,,,,
CNP,6/3/22,19934650368,,,,
ALXN,7/28/21,40335970304,,,,
COTY,6/3/22,6100918272,,,,
MA,6/3/22,3.51E+11,,,,
AWI,6/3/22,4025897984,,,,
ADP,6/3/22,92188409856,,,,
BBVA,6/3/22,34443595776,,,,
MNST,6/3/22,47050678272,,,,
AER,6/3/22,12353529856,,,,
GTN,6/3/22,1853833600,,,,
CDE,6/3/22,1170961152,,,,
NCR,6/3/22,4686746112,,,,
AMT,6/3/22,1.22E+11,,,,
PSTG,6/3/22,8249377792,,,,
SJM,6/3/22,13315388416,,,,
ETN,6/3/22,55999651840,,,,
DUK,6/3/22,85582094336,,,,
CL,6/3/22,66138763264,,,,
IDRA,6/3/22,38665180,,,,
KAR,6/3/22,2022308992,,,,
NEE,6/3/22,1.55E+11,,,,
PXD,6/3/22,67620282368,,,,
ADM,6/3/22,49467658240,,,,
VTR,6/3/22,22450923520,,,,
VMW,6/3/22,55620190208,,,,
RIGL,6/3/22,292488416,,,,
DKS,6/3/22,6504994816,,,,
WTI,6/3/22,1124074368,,,,
LRCX,6/3/22,71296737280,,,,
NXPI,6/3/22,47883976704,,,,
CE,6/3/22,16986100736,,,,
HUN,6/3/22,7615667200,,,,
CSTM,6/3/22,2385840640,,,,
VER,2/9/22,11713125376,,,,
GPK,6/3/22,7069800960,,,,
WELL,6/3/22,39949185024,,,,
TJX,6/3/22,72676835328,,,,
PLD,6/3/22,94443266048,,,,
KSS,6/3/22,5333954560,,,,
XEC,1/31/22,0,,,,
DRI,6/3/22,15689041920,,,,
ENDP,6/3/22,138129472,,,,
ATI,6/3/22,3393796352,,,,
IAG,6/3/22,1101469952,,,,
VFC,6/3/22,19447216128,,,,
BDN,6/3/22,1880381056,,,,
HON,6/3/22,1.33E+11,,,,
YNDX,6/3/22,6797281792,,,,
GOOGL,6/3/22,1.51E+12,,,,
ICE,6/3/22,56351371264,,,,
OMER,6/3/22,156824992,,,,
WY,6/3/22,28544053248,,,,
BLL,5/25/22,22222137344,,,,
CGNX,6/3/22,8349848576,,,,
AMGN,6/3/22,1.33E+11,,,,
FSLR,6/3/22,7986339328,,,,
IVZ,6/3/22,8508967936,,,,
DG,6/3/22,51516964864,,,,
SID,6/3/22,6306130944,,,,
SLM,6/3/22,5209291264,,,,
SLCA,6/3/22,1324626432,,,,
SGU,6/3/22,384389664,,,,
ODP,6/3/22,1837992448,,,,
PK,6/3/22,4305676800,,,,
TLGT,2/9/22,16103837,,,,
TOL,6/3/22,5868468736,,,,
PDCO,6/3/22,3036044288,,,,
Z,6/3/22,9687261184,,,,
BCO,6/3/22,2886277888,,,,
CME,6/3/22,71884201984,,,,
BKD,6/3/22,1050657728,,,,
PPBI,6/3/22,3089035264,,,,
AIV,6/3/22,955795648,,,,
EXC,6/3/22,47765630976,,,,
TAP,6/3/22,11623109632,,,,
MON,6/3/22,306875232,,,,
UNP,6/3/22,1.41E+11,,,,
BDX,6/3/22,71933296640,,,,
GME,6/3/22,10178447360,,,,
MX,6/3/22,895194368,,,,
RLJ,6/3/22,2306382592,,,,
LB,2/9/22,21158739968,,,,
NCLH,6/3/22,6550548480,,,,
NOV,6/3/22,8252686336,,,,
CNDT,6/3/22,1162105472,,,,
LMT,6/3/22,1.18E+11,,,,
MTZ,6/3/22,6170078208,,,,
WEN,6/3/22,4047125760,,,,
GPS,6/3/22,3988773120,,,,
SYY,6/3/22,42923352064,,,,
CEF,6/3/22,3863373056,,,,
FTV,6/3/22,22431676416,,,,
BKI,6/3/22,10848994304,,,,
CTSH,6/3/22,38337560576,,,,
HOLX,6/3/22,18778388480,,,,
EIX,6/3/22,26600134656,,,,
CTXS,6/3/22,12836477952,,,,
CPE,6/3/22,3566287360,,,,
CF,6/3/22,19996588032,,,,
PNC,6/3/22,71673585664,,,,
SABR,6/3/22,2483835648,,,,
WIT,6/3/22,33017839616,,,,
LYB,6/3/22,35182845952,,,,
DISH,6/3/22,11394892800,,,,
MGA,6/3/22,18864099328,,,,
AEO,6/3/22,2166651648,,,,
BP,6/3/22,1.07E+11,,,,
XEL,6/3/22,40783613952,,,,
NTNX,6/3/22,3608459776,,,,
VVV,6/3/22,6140702720,,,,
HQY,6/3/22,5404440576,,,,
ARCC,6/3/22,9660593152,,,,
UPS,6/3/22,1.62E+11,,,,
MUR,6/3/22,6752466944,,,,
VMC,6/3/22,22052761600,,,,
NOMD,6/3/22,3578180096,,,,
ANTM,6/3/22,1.19E+11,,,,
SFIX,6/3/22,952252416,,,,
GD,6/3/22,63908249600,,,,
KIM,6/3/22,14183260160,,,,
FNF,6/3/22,11876586496,,,,
BXMT,6/3/22,5255026176,,,,
NWS,6/3/22,10128022528,,,,
CHD,6/3/22,21543497728,,,,
DLR,6/3/22,39131615232,,,,
IP,6/3/22,17452918784,,,,
CLI,2/10/22,1668864768,,,,
SE,6/3/22,44084965376,,,,
CC,6/3/22,6783112192,,,,
DAN,6/3/22,2428581120,,,,
ZBH,6/3/22,25281271808,,,,
NVAX,6/3/22,3497304576,,,,
LPX,6/3/22,5877647872,,,,
BBY,6/3/22,18085177344,,,,
GRUB,5/13/22,7386556928,,,,
BG,6/3/22,17144198144,,,,
LC,6/3/22,1601379968,,,,
PWR,6/3/22,18555705344,,,,
TNDM,6/3/22,4060352256,,,,
DXCM,6/3/22,28730284032,,,,
NTCT,6/3/22,2632660480,,,,
NYMT,6/3/22,1185684352,,,,
NEM,6/3/22,53825413120,,,,
BEN,6/3/22,13227988992,,,,
SHLX,6/3/22,5671241728,,,,
NAVI,6/3/22,2268632576,,,,
PBH,6/3/22,2826204928,,,,
SBH,6/3/22,1549374464,,,,
NI,6/3/22,12750173184,,,,
LLY,6/3/22,2.87E+11,,,,
STNG,6/3/22,2114675456,,,,
TTWO,6/3/22,20903833600,,,,
KLAC,6/3/22,54088736768,,,,
LADR,6/3/22,1455419648,,,,
FHN,6/3/22,12200521728,,,,
GOOG,6/3/22,1.51E+12,,,,
HSIC,6/3/22,11619752960,,,,
HLX,6/3/22,683946112,,,,
RSG,6/3/22,42458910720,,,,
BIG,6/3/22,717206720,,,,
CYH,6/3/22,734082304,,,,
PAYC,6/3/22,19320541184,,,,
GCP,6/3/22,2294353408,,,,
YUM,6/3/22,33826154496,,,,
STZ,6/3/22,46534430720,,,,
LBTYK,6/3/22,12525526016,,,,
LYG,6/3/22,38819614720,,,,
MEOH,6/3/22,3731230208,,,,
GIII,6/3/22,1290927104,,,,
USFD,6/3/22,7249623040,,,,
SFM,6/3/22,3000381696,,,,
THC,6/3/22,7255143936,,,,
DOC,6/3/22,4279250432,,,,
ALLY,6/3/22,13680998400,,,,
QRVO,6/3/22,11563303936,,,,
TOPS,6/3/22,26150126,,,,
EVR,6/3/22,4477639680,,,,
CMS,6/3/22,20639776768,,,,
DOX,6/3/22,10679709696,,,,
RIO,6/3/22,1.21E+11,,,,
HMHC,4/15/22,2685341696,,,,
NMRK,6/3/22,2496236800,,,,
PDM,6/3/22,1757466752,,,,
KMT,6/3/22,2358500096,,,,
SRNE,6/3/22,665097664,,,,
AMR,6/3/22,3199106304,,,,
HP,6/3/22,5388588544,,,,
FLR,6/3/22,4014594304,,,,
JHG,6/3/22,4584638976,,,,
FDX,6/3/22,56682229760,,,,
EMN,6/3/22,14205374464,,,,
OPK,6/3/22,2275727360,,,,
LNG,6/3/22,36077576192,,,,
WU,6/3/22,6794198016,,,,
BAX,6/3/22,36525993984,,,,
CARS,6/3/22,718547264,,,,
NUAN,4/15/22,17882421248,,,,
TEL,6/3/22,43031191552,,,,
MLM,6/3/22,21556013056,,,,
GWW,6/3/22,25360750592,,,,
PBF,6/3/22,4656711168,,,,
GT,6/3/22,3734187264,,,,
EA,6/3/22,39465058304,,,,
GPRO,6/3/22,1072615552,,,,
BW,6/3/22,625327680,,,,
CMI,6/3/22,29774499840,,,,
CNQ,6/3/22,78227865600,,,,
HCA,6/3/22,61339521024,,,,
VRTX,6/3/22,69066907648,,,,
QTS,2/9/22,5336124928,,,,
SAN,6/3/22,54202216448,,,,
CNHI,6/3/22,26040209408,,,,
CNX,6/3/22,4417474560,,,,
INFO,3/11/22,43344080896,,,,
YY,6/3/22,2460060160,,,,
ES,6/3/22,31832242176,,,,
FWONK,6/3/22,14298292224,,,,
ARMK,6/3/22,8907795456,,,,
OII,6/3/22,1275230848,,,,
NOW,6/3/22,98722545664,,,,
APTV,6/3/22,28794546176,,,,
HOMB,6/3/22,4725584384,,,,
QD,6/3/22,208721088,,,,
NSC,6/3/22,58310549504,,,,
NKTR,6/3/22,676174656,,,,
PSX,6/3/22,50255704064,,,,
GAB,10/26/21,1844584000,,,,
CERN,6/3/22,27930486784,,,,
AKAM,6/3/22,16165154816,,,,
PNW,6/3/22,8756447232,,,,
AMH,6/3/22,14959648768,,,,
CDNS,6/3/22,43724349440,,,,
FOE,4/21/22,1843421184,,,,
A,6/3/22,38380994560,,,,
MDRX,6/3/22,2015267456,,,,
MOS,6/3/22,21607360512,,,,
LPL,6/3/22,4880603136,,,,
SKX,6/3/22,6428627968,,,,
HST,6/3/22,14910029824,,,,
UE,6/3/22,2236814336,,,,
PHM,6/3/22,10707473408,,,,
MT,6/3/22,28721944576,,,,
ISBC,4/15/22,3455835392,,,,
CAAP,6/3/22,1026672704,,,,
WRE,6/3/22,2117452800,,,,
RRC,6/3/22,9405123584,,,,
FL,6/3/22,3129651200,,,,
NTAP,6/3/22,15824535552,,,,
AGO,6/3/22,3768262400,,,,
DRE,6/3/22,20679946240,,,,
BBBY,6/3/22,647079872,,,,
CCJ,6/3/22,9960075264,,,,
MAR,6/3/22,57162592256,,,,
AXTA,6/3/22,6023929856,,,,
VIAV,6/3/22,3473506816,,,,
SHOO,6/3/22,3105934336,,,,
CONE,4/1/22,11850624000,,,,
AEM,6/3/22,24690149376,,,,
BB,6/3/22,3364796160,,,,
CB,6/3/22,88356454400,,,,
PRU,6/3/22,38984998912,,,,
RUN,6/3/22,5626826240,,,,
PVG,3/25/22,2872729088,,,,
HA,6/3/22,843304256,,,,
PBCT,4/11/22,8371843584,,,,
UCBI,6/3/22,3350453248,,,,
LBTYA,6/3/22,12537857024,,,,
AVYA,6/3/22,442058496,,,,
CBSH,6/3/22,8273901056,,,,
SC,2/9/22,12734217216,,,,
ANF,6/3/22,1026999168,,,,
HIG,6/3/22,23638814720,,,,
ITW,6/3/22,64727199744,,,,
AZN,6/3/22,2.04E+11,,,,
YELP,6/3/22,2120107264,,,,
MTOR,6/3/22,2562138368,,,,
EVC,6/3/22,443328320,,,,
IRM,6/3/22,15565405184,,,,
TSCO,6/3/22,21754337280,,,,
POST,6/3/22,4892378112,,,,
EL,6/3/22,94418223104,,,,
ING,6/3/22,41544683520,,,,
UBS,6/3/22,62930341888,,,,
KRG,6/3/22,4528625152,,,,
VSH,6/3/22,3191092992,,,,
TER,6/3/22,17210609664,,,,
TWLO,6/3/22,18484021248,,,,
TRUE,6/3/22,293871200,,,,
RLGY,6/3/22,1439804288,,,,
HPP,6/3/22,2866097664,,,,
CNO,6/3/22,2324733184,,,,
JNPR,6/3/22,9951326208,,,,
URBN,6/3/22,2090781952,,,,
ROKU,6/3/22,13032998912,,,,
FEDU,6/3/22,17602842,,,,
AUD,6/3/22,238241552,,,,
BANC,6/3/22,1163960064,,,,
INVH,6/3/22,23466371072,,,,
OMF,6/3/22,5400350720,,,,
LW,6/3/22,9846951936,,,,
CTRE,6/3/22,1762041216,,,,
NHI,6/3/22,2714379264,,,,
FE,6/3/22,23910631424,,,,
NOC,6/3/22,74360217600,,,,
ASH,6/3/22,5792988160,,,,
MCHP,6/3/22,39502651392,,,,
KLIC,6/3/22,3134486528,,,,
O,6/3/22,40523640832,,,,
FET,6/3/22,143024000,,,,
TPH,6/3/22,2169157632,,,,
AMX,6/3/22,66717384704,,,,
FLO,6/3/22,5532175872,,,,
SHO,6/3/22,2632018176,,,,
TEAM,6/3/22,48307019776,,,,
COF,6/3/22,48757977088,,,,
PFPT,2/9/22,10101971968,,,,
FLT,6/3/22,18845632512,,,,
PLUG,6/3/22,10561680384,,,,
HIMX,6/3/22,1643639680,,,,
IGT,6/3/22,4313781760,,,,
FANG,6/3/22,27451066368,,,,
TROW,6/3/22,28423489536,,,,
ARLP,6/3/22,2660919296,,,,
RXN,1/31/22,7775878950,,,,
OSK,6/3/22,6210380800,,,,
DHR,6/3/22,1.93E+11,,,,
BLMN,6/3/22,1855664640,,,,
AMN,6/3/22,4427072000,,,,
PPC,6/3/22,8583122944,,,,
GNTX,6/3/22,7146310656,,,,
RCL,6/3/22,14361671680,,,,
INTU,6/3/22,1.15E+11,,,,
W,6/3/22,6135900160,,,,
PCAR,6/3/22,30696933376,,,,
IR,6/3/22,19829678080,,,,
PEG,6/3/22,34199242752,,,,
FBP,6/3/22,2954809344,,,,
WEC,6/3/22,32862019584,,,,
MDC,6/3/22,2678545152,,,,
TISI,6/3/22,50883484,,,,
YUMC,6/3/22,18315347968,,,,
ALV,6/3/22,7098536960,,,,
BHP,6/3/22,2.34E+11,,,,
BXP,6/3/22,16677291008,,,,
BYD,6/3/22,6508193792,,,,
WGO,6/3/22,1572944256,,,,
KSU,2/9/22,26710935552,,,,
PUMP,6/3/22,1392659712,,,,
XLNX,2/17/22,48316768256,,,,
NOG,6/3/22,2610771968,,,,
FOLD,6/3/22,2294534912,,,,
JBHT,6/3/22,18798069760,,,,
FBHS,6/3/22,9267676160,,,,
TXT,6/3/22,14320227328,,,,
EXPD,6/3/22,18442874880,,,,
EXPE,6/3/22,20683524096,,,,
WERN,6/3/22,2667369728,,,,
AGI,6/3/22,3403057152,,,,
ED,6/3/22,34689024000,,,,
HCSG,6/3/22,1304514432,,,,
DVAX,6/3/22,1530901376,,,,
DLTR,6/3/22,35902013440,,,,
VIXY,6/3/22,0,,,,
OUT,6/3/22,3208035584,,,,
MTSI,6/3/22,3818816768,,,,
DBD,6/3/22,233747360,,,,
CBT,6/3/22,4271467008,,,,
STOR,6/3/22,7642672128,,,,
BGCP,6/3/22,1170212096,,,,
ABB,6/3/22,64871616512,,,,
GTE,6/3/22,685337472,,,,
SWKS,6/3/22,17172413440,,,,
CP,6/3/22,69907857408,,,,
PNR,6/3/22,8402319872,,,,
PKI,6/3/22,18628274176,,,,
IIVI,6/3/22,6633335808,,,,
CROX,6/3/22,3746235136,,,,
ASB,6/3/22,3120915200,,,,
UHS,6/3/22,9123276800,,,,
ENB,6/3/22,94854848512,,,,
TDC,6/3/22,4012103936,,,,
AG,6/3/22,2547384064,,,,
ACHC,6/3/22,6421964800,,,,
NAT,6/3/22,439647136,,,,
MLHR,2/9/22,2282068736,,,,
SPG,6/3/22,42223108096,,,,
QRTEA,6/3/22,1437821568,,,,
TRIP,6/3/22,3741886464,,,,
TRP,6/3/22,57749938176,,,,
FAST,6/3/22,31335991296,,,,
RH,6/3/22,7512724480,,,,
CBRE,6/3/22,26116194304,,,,
HGV,6/3/22,5570396672,,,,
AEG,6/3/22,10471615488,,,,
BTI,6/3/22,1.00E+11,,,,
NVS,6/3/22,1.97E+11,,,,
EWBC,6/3/22,10350770176,,,,
QSR,6/3/22,23128088576,,,,
GSAT,6/3/22,2394000128,,,,
VRAY,6/3/22,514305280,,,,
SGH,6/3/22,1204303360,,,,
ALNY,6/3/22,15889458176,,,,
BMRN,6/3/22,14335262720,,,,
CASA,6/3/22,417218272,,,,
CXP,12/7/21,2215252736,,,,
AGNC,6/3/22,6311721984,,,,
HRTX,6/3/22,307440000,,,,
LDOS,6/3/22,14456105984,,,,
MPW,6/3/22,10399732736,,,,
TXMD,6/3/22,86078800,,,,
CIM,6/3/22,2339663616,,,,
INSM,6/3/22,2334167040,,,,
ETH,2/9/22,662675840,,,,
NG,6/3/22,1990056064,,,,
BGFV,6/3/22,272386944,,,,
AEE,6/3/22,24095162368,,,,
HCC,6/3/22,1868296192,,,,
LAMR,6/3/22,9744301056,,,,
EXEL,6/3/22,6106908672,,,,
HZNP,6/3/22,20986109952,,,,
ADI,6/3/22,88222957568,,,,
AKBA,6/3/22,75248528,,,,
OLED,6/3/22,5907924992,,,,
EYE,6/3/22,2258643712,,,,
MBT,6/3/22,6986429952,,,,
TMO,6/3/22,2.18E+11,,,,
LBRDA,6/3/22,19767052288,,,,
OFC,6/3/22,3039554816,,,,
STT,6/3/22,26175301632,,,,
HLF,6/3/22,2380581120,,,,
WRK,6/3/22,12556558336,,,,
BR,6/3/22,17149136896,,,,
